id,applies_to_nation_input,applies_to_nation_output,reason
04e4bdd8-000b-4025-a0be-b3c5e1984601,true,true,"The Integrated Urgent Care Aggregate Data Collection (IUC ADC) specifically relates to NHS services, which operate in England and are relevant to the healthcare system there."
02bcbdcf-3745-43a1-ad8b-d5bd19f5b7eb,true,true,"This document pertains to Rotherham Metropolitan Borough Council, which is located in England, and involves the Environment Agency's public consultation process on water abstraction and impoundment applications. Therefore, it applies to England."
025421b1-1426-4012-8249-6702135e5f92,true,true,"This document pertains to Ofqual, the independent qualifications and assessments regulator specifically established for England, outlining regulatory efficiency improvements and actions directly relevant to the educational sector in England."
03af7aa9-1746-4aba-8527-9579f3741681,true,false,"The document primarily addresses regulations applicable to Northern Ireland concerning the Falsified Medicines Directive and does not pertain to England. Therefore, its provisions do not apply to England."
049503c6-4fd0-46bc-a7f4-c5040a9e65b0,true,true,"This report pertains to Tenant Satisfaction Measures (TSM) used specifically by registered landlords in England, outlining the performance metrics and satisfaction levels of tenants in low-cost rental and home ownership accommodation, which directly applies to England's housing and regulatory framework."
04c4f309-49b2-4785-864c-944ca1dc113e,true,true,"This document relates to an environmental permit application submitted to the Environment Agency, which operates in England and Wales. Given that the location mentioned is in Newcastle Under Lyme, England, it is applicable to England."
03b8be02-8ebe-46b1-b483-dc82ac818b43,true,true,"The document specifically references Homes England, which is a government agency in England responsible for funding and facilitating the development of homes. Therefore, it is applicable to England."
0179a59c-b447-4c3f-8177-4ec0cfabd2d8,false,false,"This document pertains specifically to the Department for Communities (DfC) in Northern Ireland, and therefore, does not apply to England."
023c9a3e-87da-4475-b98d-32626050bd8a,true,true,"This document pertains specifically to England as it references the Energy Company Obligation (ECO) and Green Deal schemes, which are primarily administered in England. Additionally, the contact provided for further inquiries indicates it is managed by a department that operates within England's jurisdiction."
02c9d98d-9687-4cb1-a8dc-e3bf2372d35a,true,true,"This document specifically pertains to Arts Council England, which is responsible for promoting arts and culture within England. It outlines the review of ACE's roles, responsibilities, and effectiveness in the context of England's cultural ecosystem."
0008d794-dc56-4d47-a239-cb24597c16d3,true,true,"This document pertains to an environmental permit application governed by the Environmental Permitting (England and Wales) Regulations 2016, indicating it applies specifically to England."
004b85bc-9237-47cc-8fd4-a188abc24d0e,true,true,"This document pertains to an environmental permit application regulated by the Environment Agency, which operates in England. Therefore, it applies specifically to England."
01f9f870-257b-47c9-9cef-9d5db488cb0a,true,true,"This document discusses the Frontline Digitisation Programme, which is part of the NHS in England, detailing its objectives, funding, and compliance with regulations governing health services. The references to specific frameworks and policies, such as the Health and Care Act 2022, further indicate its applicability to England."
0454a079-197d-41a5-85aa-6097c5a29457,true,true,"This document discusses the water situation specific to north-west England, which is located in England, making it applicable to England."
049a8878-ffd9-42df-9486-87cd863834e9,true,true,"This document pertains to an environmental permit application under the Environmental Permitting Regulations specifically enacted for England and Wales, and the address provided is located in England."
034107af-a159-48ad-8259-e99b2e20423b,true,true,"The document provides information regarding colorectal cancer screening and procedures within the NHS framework, which applies to England. This is evidenced by references to NHS services, contact information for NHS England, and procedures that are specific to the English healthcare system."
04e4cf6e-97c8-44d5-ba95-b74c8bfe2f66,true,true,"This inquiry pertains to a registered charity in England, indicating that it falls under the jurisdiction of English charity law."
030bf4be-9049-41fb-91e0-6a4fe4d4a6b3,true,true,This document is relevant to England as it specifically references legislation and regulations (such as the Dangerous Dogs Act 1991 and associated Orders) that govern the ownership and exemption of prohibited dog breeds in England.
025da249-7afe-4f4e-a86e-c5cbd94d9419,true,true,"This document relates to an environmental permit application governed by the Environment Agency, which operates in England. Therefore, it is applicable to England."
01d508d6-1be3-436b-892a-f0d94909c4b6,true,true,"The document pertains to 'Retail Sales' statistics which are typically collected and reported for Great Britain as a whole, including England. Therefore, it applies to England."
00285219-b435-4980-99a3-71f289040ca1,true,true,"This document pertains to the regulatory framework for apprenticeship assessments which is governed by policies applicable within England. The terminology and structures outlined, such as those involving Ofqual and specific apprenticeship conditions, indicate a focus on England's education and training systems."
0080b2db-6e7e-4ed3-b484-8955375d2753,false,false,"The document specifically pertains to anti-social behaviour incidents in Northern Ireland, hence it does not apply to England."
0009e269-32f5-4470-b3cb-5b3d00153984,true,true,"The document specifically mentions the UK Health Security Agency's survey of HIV testing conducted in community settings in England, indicating its relevance to this nation."
02e6fa5b-04da-4905-a973-64cf73576e5f,true,true,"This document pertains to an environmental permit issued for an installation located in Lowestoft, which is in England, hence it is applicable to England."
021eb4a2-dcbc-480b-8e80-bf593cf8113f,true,true,"This document pertains to an application made by Affinity Water Limited, which operates primarily in England, specifically in the regions of Hertfordshire and Middlesex. The Environment Agency, responsible for overseeing water resources in England, is involved in the application process, indicating its relevance to England."
00127d99-0f39-496d-b344-e323c8802654,true,true,"The title specifically mentions 'England and Wales', indicating that the statistics provided are relevant to both regions. Therefore, the document applies to England."
042d6f36-8917-4f58-8fe4-9f936b564a75,true,true,"This document pertains to the professional conduct of a teacher in West Sussex, which is located in England. Therefore, it applies specifically to England."
0267e6d7-c046-4406-a27e-793fd9669c45,true,true,"This document pertains to the UK government's Safety of Women at Night Fund, which specifically included initiatives and evaluations applicable to England, as evidenced by references to England in the context of funding allocations, evaluations, and local authority partnerships within the text."
00edcc02-1351-44a6-9de3-ef65f5afad07,true,true,"The Ending Rough Sleeping Risk Assessment Tool (ERSRAT) is specifically designed for use by local authorities in England to assess and address homelessness and rough sleeping, indicating its applicability to England."
037707b3-888e-4d23-a645-bbf905afa599,true,true,"This document pertains to Unity Housing Association Limited, which operates in Yorkshire and Humberside, England. The regulatory judgment is relevant for the governance and viability of housing associations in England, thus applying to England."
006a2e0d-cebf-4666-8726-850c86415ef2,true,true,"This document pertains to an environmental permit issued by the Environment Agency, which operates in England. Therefore, it applies specifically to England as it relates to regulatory activities under the Industrial Emissions Directive."
006e108d-7897-40e7-b47f-e0b72b44d8b2,true,true,"The review explicitly states it will focus on the statutory framework governing protest and hate crime in England and Wales, indicating its applicability to England."
04c35a74-c120-49c5-a09e-068bc782dbf7,true,true,"The document specifically mentions that it pertains to a teacher in Middlesbrough, North Yorkshire, England, and references regulations that apply to England."
0146c0e0-00a3-4a76-8927-e21067fa3edb,true,true,"This document pertains to various aspects of the education system, including funding and regulations for schools and academies, which are under the remit of the Department for Education in England."
047ddbfd-c2c5-412a-9ddf-cff5008b3d24,true,true,"The regulatory judgement for bpha Limited pertains to its compliance and governance within the social housing sector, which is applicable in England as the organization operates predominantly in the East of England."
0124bdb3-c74f-4b6c-9bf6-4bcc5c7a3800,true,true,"The publication specifically mentions sales and demolitions by local authorities and private registered providers within England, indicating that it is applicable only to England."
030935be-2abe-448e-bc43-6d3357d6b104,true,true,"This document applies to England as it pertains to the Department for Environment, Food and Rural Affairs (Defra), which is a UK government department primarily responsible for environmental protection, food production, and rural communities in England."
035c0418-b2a4-4169-9f94-1a83d37cdc6a,true,true,"This consultation explicitly mentions proposals for regulating and overseeing private prosecutors in England and Wales, indicating its application to England."
03f796aa-b095-47cb-8a53-b7034f9a7d80,true,true,"The document specifically addresses statutory targets and investment cycles pertaining to wastewater treatment in England, indicating that its provisions and measures are applicable within this jurisdiction."
0487dafa-13fb-4a91-8dfb-2aff1aa88584,true,true,The Energy Company Obligation (ECO) scheme and Green Deal are specific to England and impact energy efficiency measures within the region.
01d26f47-69b5-4238-a06b-d143d0eac354,true,true,"This document pertains to education policies and initiatives implemented by the Department for Education (DfE), which governs schools, including maintained schools, in England. The referenced actions and requirements specifically apply to English schools and are relevant to the educational framework in England."
0135565c-1cdb-4549-9f62-376457299282,true,true,"The document pertains to an environmental permit application regulated under the Environmental Permitting (England and Wales) Regulations 2016, indicating that it is applicable to England."
00bdfd0e-687e-4805-ba2c-27bbc512de8a,true,true,"This decision relates to an offshore wind farm project located in England, specifically under the Planning Act 2008, which is applicable for projects in England."
04670d3d-3c64-4273-9785-e779accc2d69,true,true,"This document pertains to building safety remediation efforts that specifically outline progress on high-rise residential buildings with unsafe cladding in England. It includes references to various programs and data relevant to England's building regulations and safety initiatives, distinguishing it from similar regulations or programs that might exist in Wales, Scotland, or Northern Ireland."
033d725e-abd0-44ea-869b-561563f03017,true,true,"This document relates to an application for a water abstraction licence in Dorset, which is located in England. Therefore, it applies to England."
03e4d912-132e-4dad-98b9-ce90a49ac787,true,true,"The report specifically discusses the performance of businesses and activities regulated by the Environment Agency, which operates exclusively in England."
017163d7-11a4-4b2c-b411-8c8024abae3a,true,true,"The document pertains to the Capacity Market, which is a key part of the UK's electricity supply strategy and applies to Great Britain, including England. It discusses regulations and consultations that would affect electricity supply security across the entire nation."
006259a7-f3a2-46ba-87df-7a97011c8d60,true,true,"This document applies to England as it involves the Standards and Testing Agency, which is part of the Department for Education in England, focusing on assessments for children in the English education system."
044f9e6d-e463-4745-be12-b6cf051a35ee,true,true,"The JETS scheme was implemented primarily in England and Wales and the evaluation reported focuses specifically on these areas, making it applicable to England."
02087c7f-2cee-4562-91e1-4d9cce907d79,true,true,"This guidance specifically mentions the services available to family members bereaved by murder or manslaughter abroad who live in England and Wales, indicating that the information and support detailed are designed for individuals in these two nations."
036d14d3-cff1-46e8-8055-3a9c6f68a6ff,true,true,"This document applies to England as it references the 'Genetically Modified Organisms (Deliberate Release) (Amendment) (England) Regulations 2022', which specifically governs regulations regarding genetically modified organisms within England."
01b6d8ad-9dce-45b6-b85b-59abd09d7a50,true,true,"This document relates to the Environment Agency's public consultation on environmental permit applications, which applies specifically to England."
01cd6544-a55b-432f-8fcf-53d8ce8282b5,true,true,"The document discusses housing affordability, which is a critical issue relevant to England and Wales. As the title indicates, it explicitly mentions both countries, indicating that the content and statistics provided are applicable to these regions."
007199f6-67a3-4076-9837-7630f5d2ed49,true,true,"This document pertains to an environmental permit application regulated by the Environment Agency under the Environmental Permitting (England and Wales) Regulations 2016, explicitly indicating its jurisdiction in England."
00b25ea9-2617-46db-9eb8-55e69a588579,true,true,"The document discusses an environmental permit application under the Environmental Permitting (England and Wales) Regulations 2016, which indicates that it applies to England."
01eaf293-51ec-41ff-b3e5-509cb0a1c2a2,true,true,"The toolkit is specifically designed for Responsible Persons (RPs) operating in residential settings in England, detailing fire safety measures and assessments tailored to meet the needs of vulnerable residents. It includes case studies and examples from various councils in England, demonstrating its applicability within the English legislative and operational framework for fire safety."
017e7026-605a-443e-b2c1-69d8cb65a92c,true,true,"The document pertains specifically to fire and rescue incident statistics in England, indicating that it applies to England."
00647ad5-e63b-4c75-a631-2efa03fb75d7,true,true,"This document applies to England as it pertains to information published by the Department for Work and Pensions (DWP), which is a UK government department primarily operating in England and responsible for social welfare and employment services across the UK."
0228f7fd-0760-4dfb-af51-0f89544a91ba,true,true,"The document specifically addresses the methodology for fuel poverty statistics in England, referring to relevant datasets and terms applicable only within the context of the English housing and economic structure."
0083951d-d860-497c-9aaa-fbfcffe0ab8e,true,true,"This document pertains to an environmental permit issued by the Environment Agency, which is responsible for regulating environmental matters in England."
02d9cf90-d164-4318-b6fc-48c04ff8a42c,true,true,This document pertains to building safety and housing regulations which fall under the jurisdiction of the UK government. It is relevant to England as it addresses the responsibilities of housing officials and remediation efforts for cladding safety following the Grenfell Tower tragedy.
040d1b5e-ae5a-4366-b95a-7bb52b7e7f1a,true,true,"This guidance specifically states that the Surrender and Compensation arrangements apply only in England and Wales in regard to 'zombie-style' knives and machetes, indicating its relevance to England."
038abc81-ec59-4f4a-a8ca-d9cdb7452d8d,true,true,"The document pertains to a school located in Birmingham, which is in England. Therefore, it applies to England."
017eb3b4-1d99-4462-9ba1-707a68f1db1b,true,true,"The document specifically presents statistics and findings derived from the Farm Business Survey (FBS) that only pertains to principal farmers in England, as indicated throughout the text. It focuses solely on farming practices, data collection, and economic performance metrics relevant to England."
024651e3-ef21-49d4-b132-f9bfacbb21e0,true,true,"This document relates to an environmental permit application reviewed by the Environment Agency, which operates in England. Therefore, it applies specifically to England."
024e9a02-b78b-457a-9ffd-0ecc445f692a,true,true,"The document pertains to an environmental permit application under the Environmental Permitting (England and Wales) Regulations 2016, indicating that it applies to England."
047b2692-1340-4014-89cb-ffb092b1a75f,true,true,"This document pertains to an environmental permit application that falls under the Environmental Permitting (England and Wales) Regulations 2016, indicating it is applicable to England."
02c4d7d8-262c-469d-a28d-b0080d215601,true,true,"This guidance outlines the examination process for Nationally Significant Infrastructure Projects (NSIPs) under the Planning Act 2008, which is applicable in England only. The Planning Act is specific to England and addresses the procedures for obtaining development consent for infrastructure projects classified as nationally significant, thus making it relevant solely to England."
005c1fa4-f086-480e-bfa2-982084d1c972,true,true,"This document applies to England as it specifically discusses the updating of sexual and reproductive health profiles and statistics, including contraception prescribing and usage data, which are mandated and managed by local authorities in England."
026a3bc5-69a3-4807-9b33-5b5f6e98ed8d,true,true,"This document pertains to the testing of badgers for tuberculosis in England, which falls under the jurisdiction of the Animal and Plant Health Agency (APHA). It specifically mentions locations in Devon, indicating its application within England."
0278c73f-9770-4924-8b0a-07e74020bcc0,true,true,"The document pertains to the NHS cervical screening programme, which operates in England, providing preventive healthcare services to the country's population."
032dbe7a-cbd3-4374-9b1a-5c740bcb36b5,true,true,"The document specifically mentions 'The Environmental Permitting (England and Wales) Regulations 2016', indicating that it applies to England, while also referencing Wales as part of the regulatory framework."
03cdae79-e9d7-4ac7-8530-a87a7696ab9e,true,true,"This document refers to guidelines regarding conflicts of interest for charity trustees, which applies to England as it addresses English charity law and regulations set by the Charity Commission, relevant to English trustees and their responsibilities."
00c0f946-39ee-404b-935f-9537807e5899,true,true,"This document applies to England as it addresses charity banking regulations and guidance relevant to charities operating in the UK, including specific references to the Charity Commission, which primarily governs charities in England and Wales."
04b3f097-f44a-4a6c-b506-824d0337b8b8,true,true,"This publication pertains specifically to data collected by the Student Loans Company (SLC) relating to student withdrawals from higher education funded by Student Finance England, thus it directly applies to England."
045cde53-b9ea-4061-ab54-f4c419128e39,true,true,"This document pertains to transport provisions relevant to the Disabled Persons Railcard in the UK, which primarily impacts rail travel in England. The regulations and statistics mentioned are applicable to rail services utilized by disabled persons in England."
0197d93a-d086-4e6d-9789-70514f254606,true,true,"This document pertains to the introduction of a GCSE in British Sign Language, which is specifically mentioned as being applicable to England, Wales, and Scotland. The context provided indicates that the Department for Education is focused on educational policy within England."
04088b16-8bbb-4f48-a2a2-3e64e6eaccfb,true,true,"This document pertains to the NHS bowel cancer screening program, which operates in England and provides specific information and guidelines related to the services available to residents in England."
01dc21ee-3cc7-4c92-9d8b-00594d647bee,true,true,"The document pertains to an environmental permit application, which falls under the jurisdiction of the Environment Agency, an organization that operates in England. Therefore, it applies specifically to England."
02c5a71d-37cf-4007-9dea-04f0bc2207f0,true,true,"This guidance primarily addresses local authorities in England regarding the completion of forms related to the Dedicated Schools Grant (DSG), which is governed by English regulations and framework."
02bb813d-65e5-41e1-857a-b9b581bca30d,true,true,"This document pertains to an environmental permit application under the Environmental Permitting (England and Wales) Regulations, indicating it is applicable to England."
0220ef93-1149-4c46-94df-4f15b32287b4,true,true,"This document pertains to the Countryside Stewardship scheme, which operates in England. The reference to managing agreements and making payment claims indicates that it is aimed at landowners and farmers within England."
03072fb4-14dd-4bd5-99d4-04c5dea7aeef,true,true,"The document relates to the Environment Agency's consultation process for environmental permits, which applies to England."
02240d74-47f4-47f2-8f60-716e0e1268d2,true,true,"The Local Authority Housing Fund is a UK government initiative aimed at providing councils in England with financial support to improve temporary accommodation and assist with housing needs, specifically mentioned in the context of the Afghan Resettlement Programme."
03b2a427-0faf-45a9-9775-262178b73101,true,true,"The document pertains to an environmental permit application regulated under the Environmental Permitting (England and Wales) Regulations 2016, indicating that it applies specifically to England."
04c6e827-cbb2-4082-8fd7-042753f28667,true,true,"The document relates to the installation and operation of smart meters by energy suppliers in Great Britain, which includes England."
02de42e9-c716-460c-9057-4c932f221f15,true,true,"The document specifically addresses the process for applying for a 'stage 1' forestry Environmental Impact Assessment (EIA) within the Forestry Commission in England, indicating it is applicable only to England."
040078b8-c69f-44d3-b684-5a200d2441d8,true,true,"This document relates to an environmental permit application regulated by the Environment Agency, which operates in England. Therefore, it specifically applies to England."
041d204f-947b-4b2d-ae67-ca2573ff0492,true,true,"This document specifically discusses a pilot project conducted by Southwark Council in England, focusing on community engagement and local government coordination. Therefore, it applies to England."
049b708a-f8ac-4dc9-b065-b0dba6cc756c,true,true,"The Capital Grants 2024 document explicitly states that the eligible land parcels must be entirely within England, indicating that the scheme specifically applies to farmers and land managers in England."
009e0c48-a86a-4d9f-aee6-6ac1ed9e357e,true,true,"This document relates to an environmental permit application managed by the Environment Agency, which operates in England. Therefore, it applies to England."
00debca0-9849-44a5-8451-60235654b426,true,true,"The document specifically discusses the national wheelchair data collection related to NHS wheelchair services in England, indicating that it is applicable to England."
04d74eb6-18a1-4575-8490-9f5465feb0f8,true,true,"This document pertains to glue trap licence application processes governed by Natural England, which is relevant to England."
031fab09-90cc-41ec-96e6-ae6053c4a946,true,true,"This document pertains to the Environment Agency, which is responsible for water management in England, including the regulation of water abstraction and impoundment."
0157f0e3-a901-42f2-b826-196858b59045,true,true,"This document pertains to an environmental permit application issued by the Environment Agency, which is responsible for environmental regulation in England. Therefore, it applies to England."
0006a98b-b7ab-4981-8ee9-23171e9e3466,true,true,"This regulatory judgement applies to England as it involves a registered provider of social housing, Torus62 Limited, which operates in the UK housing sector and is subject to the standards set by the relevant English regulatory body for social housing providers."
01c3477a-e7f3-4d5d-9cee-a3d0e03ef9b0,true,true,"This document relates to the abstraction of water, which falls under the jurisdiction of the Environment Agency in England, hence it applies specifically to England."
018fedd7-e7d3-43c3-9a7a-f13270342f78,true,true,"The document relates to an environmental permit application governed by the Environmental Permitting (England and Wales) Regulations 2016, indicating it applies to England."
030f361e-9ac2-4db0-ba4d-554ed829797e,true,true,"This report pertains to civil legal aid, which is a matter of law governed by the Ministry of Justice in England. Therefore, it applies specifically to England."
0296096f-5922-4770-8672-cd18520bd596,true,true,"This document provides statistics and insights specific to rough sleeping in England, detailing data collected from local authorities across the country. The reference to the Ministry of Housing, Communities and Local Government (MHCLG) indicates the geographical application to England, while noting that rough sleeping is a separate issue in the devolved nations, which have their own systems and statistics."
0253ec29-bb30-4b05-b4ce-0ef30389fae4,true,true,"This document pertains specifically to the English Housing Survey, which focuses on housing circumstances, quality, and characteristics of households in England, making it exclusive to England."
000707eb-acc0-437f-93fe-ec886e661151,true,true,"The document pertains to an environmental permit application from the Environment Agency, which operates in England. Therefore, it applies specifically to England."
0105a02b-7cc7-47f8-8e49-531dbed46529,true,true,"The document specifically refers to the Adults' People and Nature Survey for England, indicating that the findings and statistics are relevant to England only."
0292bf4c-f482-46aa-add7-eafded9cc49d,true,true,"This document pertains specifically to Spitalfields in Windsor, which is located in England. The Environment Agency, referenced throughout the document, is responsible for flood management in England."
023df4e4-db89-4c0f-b0a8-bf7021d24ea5,true,true,"This document specifically outlines grant conditions for National Insurance contributions in relation to schools in England, indicating its applicability to that nation."
039fae6d-f392-46ab-a68a-d6c881e1b6a3,true,true,"The Integrated Urgent Care Aggregate Data Collection (IUC ADC) relates specifically to NHS services, which are primarily the responsibility of the government in England. Therefore, the document applies to England."
02cca4fe-3abb-404e-8167-ddc047cc8c3d,true,true,"This document pertains to the Community Life Survey, which specifically addresses civic engagement and social action within England, as evidenced by the data references and regional distinctions being solely based on England's local authorities and regions."
03681aff-6512-4cfa-8367-fca4318360a5,true,true,"This document pertains to an environmental permit application under regulations that specifically apply to England and Wales, indicating that the application and its regulations are relevant to England."
00ad697c-3165-4d1f-abd2-a9c59e4f42f1,true,true,"This document pertains to the UK Health Security Agency, Department of Health and Social Care, and NHS England, all of which operate within the health framework of England. Therefore, it applies specifically to England."
0006ebeb-c4d8-4e56-928a-69873d74f9fc,true,true,"This report focuses on data and trends specific to hepatitis B in the South West region of England, including laboratory reports, testing, and vaccination coverage, making it applicable to England."
01e5a4ae-0e07-42f8-b5ea-caef2d1fa0cb,true,true,"This document refers to the National Health Service (NHS) cervical screening program, which operates in England."
000a8deb-3aba-4a58-92a2-765bfb37125e,true,true,"The document specifically pertains to local authority revenue expenditure and financing in England for the financial year 2025 to 2026, indicating it is relevant only to England."
03485494-08d2-426b-9d93-8d6030a2d2a8,true,true,"The document is specifically about a teacher's misconduct case in Dewsbury, West Yorkshire, England, and mentions regulations applicable in England."
01e05d1e-ccb0-4afc-899c-b9f651f1f98b,true,true,"The document pertains to a planning application made under the Planning Act 2008, which applies to England, specifically for a solar farm development seeking consent from the Secretary of State."
0400c368-b600-4253-b2e9-cf5960d70484,true,true,"The draft assessment procedures outlined for communal distribution networks pertain to heat network regulations, which are primarily governed at the UK level and applicable in England."
0258996c-97f7-48d9-9b60-0b502b441cba,true,true,"This document pertains to an environmental permit application governed by the Environmental Permitting (England and Wales) Regulations 2016, indicating that it specifically applies to England."
00b0860c-e788-4555-a0b7-1773b6540c4b,true,true,"This document pertains to a permit surrender issued by the Environment Agency, which operates in England, specifically for a facility located in TW13 7ND (Kempton Park Raw Milk Processing Plant). Therefore, it applies to England."
01a9b2f9-4c79-4316-8403-e2eadffbf045,false,false,"This publication specifically addresses police recorded crime in Northern Ireland, and therefore does not apply to England."
03f84f23-23c4-4e61-9003-eefce2db9c08,true,true,"The document specifically discusses national flu and COVID-19 surveillance in England, detailing data collection, trends, and health reports relevant to public health within this nation."
04878fe6-0001-443c-9591-b0a7db7eb004,true,true,"This document is related to the recruitment of school governors and academy trustees, which is relevant to schools and educational governance in England."
02543a80-b4bc-4baf-ac8b-a194d2c0711f,true,true,"This document specifically addresses early years childcare settings within the context of the EYFS frameworks, which are applicable to England. Therefore, it clearly relates to regulations and guidelines governing childcare in England."
01e925e5-f5e1-4a04-a371-e02fd5b86a49,true,true,"This document pertains to the Sustainable Farming Incentive and Countryside Stewardship, both of which are initiatives managed by the UK government specifically in England to support farmers in adopting sustainable practices."
0341bff1-42aa-4a92-9327-0c7491f618e5,true,true,"This document focuses specifically on the energy use and renewable energy generation of farm businesses, as well as farm carbon audits, all of which are subject to the regulations and policies in place within England's agricultural sector."
02c7ba37-5b98-4a2e-bd37-1a6dd3fc9e8e,true,true,"This document relates specifically to the surveillance and reporting of norovirus and rotavirus in England, detailing legislative changes and health data pertinent to public health in England."
