id,applies_to_nation_input,applies_to_nation_output,reason
789ef8cd-afa5-47c7-8a32-4721e3bfa77f,true,true,"This document applies to England as it discusses the application processes and regulations surrounding general licences for animal movements, specifically related to bird flu, which are managed by the Animal and Plant Health Agency (APHA) in England."
22e787c8-3a27-4a4d-8ed3-7412c0ba4d2d,true,true,"This document outlines the statutory framework for biodiversity net gain, which is specifically implemented under English legislation, namely Schedule 7A of the Town and Country Planning Act 1990, as amended by the Environment Act 2021. Therefore, it applies primarily to England."
bef52e22-8703-4eea-8fd3-35ce7054b205,true,true,"This document pertains to an environmental permit application under the Environmental Permitting (England and Wales) Regulations 2016, indicating its application to England."
7fdc5b4c-d41d-4876-b975-d93c5161a70d,true,true,"This document applies to England, as it concerns the Regulator of Social Housing and the Health and Safety Executive, both of which are specific to England's housing and building safety regulatory frameworks."
69460b6d-9b4b-4845-b4f0-7ac90504abe5,true,true,"This document provides information about obtaining a bind over order, which is relevant to legal processes in England, specifically concerning family law and domestic abuse matters."
3a13c300-9966-4434-ab84-1c67609b199a,true,true,"This document pertains to the UK's Justice and Security Act 2013, which applies to England and its parliamentary procedures."
ad4af918-aa20-4c4e-92c4-e5a19e069c66,true,true,"This document specifically pertains to the performance ratings of prisons under the jurisdiction of the Ministry of Justice in England, covering various metrics and assessments relevant to the prison system in England."
5837ff5e-5bfa-4ede-852a-ce9855ddce98,true,true,"This document pertains to a permit issued by the Environment Agency, which regulates environmental matters in England. Therefore, it applies specifically to England."
37077fb6-3a9e-4b52-b6bb-79f3d5976ceb,true,true,The document concerns livestock demographic data which is relevant to farming and agriculture regulations and practices in England.
e37a7a02-d443-487f-ae61-8f21da1898e2,true,true,"The document pertains to teacher misconduct regulations and a professional conduct panel that operates under The Teachers’ Disciplinary (England) Regulations 2012, which specifically apply to England."
247a3ceb-ce22-4974-b6bb-c4581599e276,true,true,"This document pertains to educational funding and regulations that are primarily applicable to England, particularly regarding the management of high needs places and funding for further education institutions."
fa6a04f2-d180-49d2-b199-3876c7ff4764,true,true,"This document pertains to a full planning application taking place in Brislington, Bristol, which is located in England. It outlines a proposed development subject to local planning regulations and procedures, thus it directly applies to England."
b1ea1278-28af-4cbe-b484-e84c5d3cbe47,true,true,"This document pertains to Universal Credit, a welfare benefit system applicable throughout the UK, including England. The data and statistics mentioned relate specifically to the residents within England, thus making it relevant for this nation."
2f37f6c2-f31c-4146-ba77-a12f3d637761,true,true,"This document applies to England as it references NHS cervical screening, which is a service provided by the National Health Service in England. The NHS is specifically responsible for healthcare services in England, including cervical screening programs."
082044c9-c650-42c0-938c-43af006e2841,true,true,"The document provides information on the shingles vaccination, which is a public health initiative that applies to England. It targets eligible adults, including those with a learning disability, and outlines how to access related resources, indicating its relevance to public health services in England."
38a5c6e8-4619-40c7-8cba-dada58e8a16d,true,true,"This document provides guidance for charity trustees in England, outlining their legal duties and decision-making principles regarding the acceptance, refusal, or return of donations. It specifically references laws and regulations applicable in England, indicating that it is intended for use in that nation."
0fad70d7-547e-4bfe-8cb5-5d41c5c94ff0,true,true,"The Equality Act 2010 applies to England, and the Gender Pay Gap Information Regulations 2017 specifically require compliance from employers operating in England."
c88c41a9-c05f-4afa-8461-98678394d9e6,false,true,"The publication is intended for UK government communications, which typically apply to England and can also be relevant to other nations within the UK."
0360ccde-8393-41d8-8931-df4c361b83ce,true,true,"The document refers to the Teachers' Disciplinary (England) Regulations 2012 and mentions a location in Mitcham, London, indicating that it specifically pertains to England."
7eb3fa17-1276-462b-bc21-d5d3034437f0,true,true,"This document applies to England as it discusses landfill methane emissions, which are regulated under UK environmental laws that impact England. Additionally, projects aimed at improving emissions reporting and regulatory practices are relevant to England's environmental management and policy frameworks."
72353d66-d7e4-4bc6-a848-654b240a4dfd,true,true,"This document pertains to the Environment Agency, which operates in England and is responsible for regulating environmental matters, including waste and water management. Therefore, it applies to England."
fc87b2c0-872d-402b-a76c-23868fa10080,true,true,"This publication pertains to the legal implications of convictions quashed by the Post Office (Horizon System) Offences Act 2024, specifically focusing on cases from England and Wales, as explicitly indicated throughout the document. Scotland and Northern Ireland are mentioned separately, confirming that this document applies to England."
e61be53b-11e0-425f-9495-c97e7cca755c,true,true,"This document specifically involves organizations and initiatives that operate within England, such as the Environment Agency and Action with Communities in Rural England (ACRE), indicating it applies to rural communities across England."
dfc03882-4e40-49f9-a068-4f859f9a3706,true,true,"The document refers to appointments and interests related to individuals in a political context, which typically applies to England, as Barclays Bank UK PLC is a significant financial institution operating in the UK, including England. Additionally, Rethink Mental Illness primarily serves communities and operates across England."
4de45dcd-e949-4b91-b7d1-bb7b3c1de037,true,true,"The document pertains to an environmental permit application regulated under the Environmental Permitting (England and Wales) Regulations 2016, indicating that it applies specifically to England, as well as Wales."
b00a1c58-4eed-4d26-8ee2-4b57025ba22e,true,true,"The document pertains to the National Data Guardian panel meeting, which involves NHS England and the Department of Health and Social Care, indicating its direct relevance to health data governance in England."
b6d9acdd-cf04-4eff-9380-0e9778818d5d,true,true,This document applies to England as the Environment Agency operates in England and is responsible for regulating water abstraction and impoundment within this jurisdiction.
fba5b58e-b122-46db-92c2-9d0b9ca543c5,true,true,"This document pertains to the Environmental Permitting (England and Wales) Regulations 2016 and involves an application made to the Environment Agency, which is an England-specific regulatory body. Therefore, it applies to England."
7fafcec2-9ede-4326-a215-3c0ed21a52e5,false,false,"This document specifically focuses on higher education student support in Northern Ireland, detailing funding and statistics for students domiciled there, and does not address or apply to England."
bb8cfa4c-a752-406f-800d-e0d167241081,true,true,"The document details the Social Housing Decarbonisation Fund (SHDF) initiatives, which are specifically aimed at improving energy performance in social housing throughout England. The statistics and funding allocations mentioned are directly related to programs operating within England's jurisdiction."
235f844a-703f-434d-952a-74e330d399ad,true,true,"This document applies to England as it specifically mentions the Environment Agency, which is the primary regulator for environmental matters in England, overseeing waste management and related permits."
d86470e3-34db-4bc1-8877-a77f25255fc0,true,true,"This document primarily discusses initiatives related to British Sign Language (BSL) and disability support services that are specific to England, including collaborations with various government departments and local initiatives in Derbyshire, indicative of policies and frameworks relevant within the English context."
416ec820-9b8d-4c62-b6a8-a410a5571436,true,true,"This document pertains specifically to the statistics and practices related to the deaths of offenders under probation supervision, which is a system that operates in England and Wales. The mention of unique elements such as Approved Premises and the Community Rehabilitation Companies distinctly ties it to the probation services in these two nations."
83c3178a-a72e-4f76-9b33-5fbb8e2530a5,true,true,"This document applies to England as it includes details about an environmental permit application submitted to the Environment Agency, which is responsible for environmental regulation in England and Wales. The application specifically operates under the Environmental Permitting (England and Wales) Regulations."
1fca77c4-8fba-406d-af59-b0b918eac4d8,true,true,"This document pertains to an environmental permit application made to the Environment Agency, which is responsible for environmental regulation in England. Therefore, it applies specifically to England."
351c6f5c-ec9a-40dd-8e53-74948fc97527,true,true,"The document pertains to the Environmental Permitting (England and Wales) Regulations 2016, indicating that it specifically applies to England."
6d19f2a8-3e44-4b21-a62e-0a79765b2aa8,true,true,"This document explicitly mentions funding support for local authorities in England within the context of adult social care, indicating it is applicable solely to England."
4cb950e6-6f30-43ae-974f-722e867b1649,true,true,"The document explicitly details the activities, strategies, and workforce demographics of the Forestry Commission, which operates within England, making it relevant to policies and initiatives that apply to England."
4f9ca507-7f56-47eb-af4f-37f374168888,true,true,"This document applies to England as it specifically mentions the Environment Agency, which is an agency of the UK government responsible for environmental regulation across England. The processes and consultations described pertain to waste management and water activities under English law."
500a2d47-9eb5-4bca-9e6a-760fedc2aefc,false,false,"The document specifically pertains to Northern Ireland and provides information relevant only to that region, hence it does not apply to England."
4dc94201-e9a3-4512-92c8-778969e0534a,true,true,This document applies to England because the Environment Agency is a specific public body responsible for regulating environmental issues and permitting processes in England.
a1bc0cc4-51bb-4c44-b3e3-7652bdac47d0,true,true,"This document pertains to the musculoskeletal (MSK) health profile, which specifically provides data and insights relevant to England, including detailed statistics from the GP Patient Survey and analyses that inform healthcare commissioning within the country."
fdbd5b81-03a6-475b-bf76-5af42d4453bf,true,true,"This document applies to England as the Environment Agency is a non-departmental public body of the Government of England, responsible for environmental protection and regulation within its jurisdiction."
9fecd25d-598c-4746-b122-965c423c90ce,true,true,"This document relates to the operations of the Environment Agency, which is the regulating body for environmental matters in England, including waste and water management. Therefore, it applies specifically to England."
858490b2-f538-498f-9d8f-2eaf3a2c25b9,true,true,"This document pertains to local authority revenue expenditure in England, as it discusses financial reporting for local authorities which fall under the jurisdiction of the UK government in England."
e34f65ae-5c73-4971-aa8c-4767895cd97e,false,false,"This document is specifically related to Health and Social Care (HSC) vacancies, which predominantly pertains to Northern Ireland. It does not apply to England."
fee36e84-ce19-4ca2-8032-f8486ef9f912,true,true,"The document pertains to mental health inpatient settings in England, and involves recommendations from NHS England and CQC, which are UK entities responsible for healthcare in England."
0ad4575a-30ce-4b92-b329-87f053192280,true,true,"This document pertains to a planning decision that typically falls under local government jurisdiction within England, as it involves land use and energy infrastructure, which are regulated by English planning laws."
5a280572-01a6-4e2a-a70f-b071ee1bcef8,true,true,"The document pertains to an environmental permit application made to the Environment Agency, which regulates environmental matters in England. It specifically mentions locations and local authorities within England, indicating its applicability."
42a4979b-a64b-44c6-adc5-6530c9853c7a,true,true,"This document applies to England as the Environment Agency is an executive agency of the UK government responsible for environmental protection and regulation in England. The mentioned activities such as waste operations, water discharge, and groundwater activities are regulated under English legislation."
13357cac-7c6e-4484-bcda-85ffde6653de,true,true,"This document applies to England as it pertains to an application for an environmental permit under the Environmental Permitting (England and Wales) Regulations, specifically involving the Environment Agency's regulations and processes that operate within England."
ba76cd45-79d1-461d-8485-b9d021be00a8,true,true,"This document pertains to England as the data and programs mentioned, including unpaid work and community payback, are managed by the Ministry of Justice and HM Prison and Probation Service, which operate primarily within England."
9190c4d3-1ac6-4598-9322-5106b266ab90,true,true,"The document pertains to activities regulated by the Environment Agency, which operates in England, making it applicable to England."
b4e71a3d-2fc0-4b18-9b93-e95f7e26c622,true,true,"This policy applies to England as it pertains to the Ministry of Justice, which oversees judicial matters in England and Wales."
771725ad-76ad-43e3-a74c-73b8262f1d32,true,true,"This document pertains to a planning application for a Motorway Service Area in England, involving various construction and operational elements typical of such developments under English planning law."
45a5799e-30df-4283-96b6-962037c5802a,true,true,"This document pertains to an application made to the Environment Agency for a water abstraction licence, which is managed in England under the Water Resources Act 1991. The references and administrative details specified in the application indicate that it applies to land within England."
9328670c-d2c7-439a-a33a-a79d6678489e,true,true,"This document pertains to an environmental permit application that is managed under the Environmental Permitting (England and Wales) Regulations 2016, which explicitly applies to England."
91cc2e93-9775-46a7-8295-2b634d6f7130,true,true,"The document specifically refers to the GRADE project, which is focused on educational data and research within England, making it applicable to England."
5073ecf9-23ff-454b-9cd1-d4a787088be0,true,true,"The document pertains to an environmental permit application regulated under the Environmental Permitting (England and Wales) Regulations 2016, specifically referencing actions and regulations that apply to England."
cd74ac67-7b8f-4aba-8a62-38cf12d7edcb,true,true,"The document pertains to water quality monitoring and regulations set out in the Environmental Targets (Water) (England) Regulations 2023, which explicitly apply to England. The use of the term 'England and Wales' throughout reinforces that the information and regulations discussed are relevant to England."
cfde7ef5-47ca-432c-93e7-4d84fb4b2349,true,true,"The document pertains to an application for an environmental permit under the Environmental Permitting (England and Wales) Regulations 2016, and since it is specifically mentioned that the application is from Lugg Bridge Mill in Herefordshire, it clearly applies to England."
d2986e22-5ee1-43f7-badf-7dbb3beeeb8b,true,true,"This document applies to England as it specifically mentions programs and initiatives such as the ACM programme, Building Safety Fund, and measures regarding cladding defects, which are predominantly governed by English building safety regulations."
d758defd-d097-47c1-af4c-bb9982505f36,true,true,"This planning application pertains to a site located in Bristol, which is in England. Therefore, it falls under the jurisdiction of English planning law and procedures."
1dc26894-3460-4f28-bf41-e90be7f32cc8,true,true,"This document pertains to an environmental permit application handled by the Environment Agency, which operates in England. The regulations referenced, 'Environmental Permitting (England and Wales) Regulations 2016', apply specifically to these two nations."
ced85597-41f8-40f5-a291-1da74374062a,true,true,"The document specifically refers to the key stage 2 national curriculum assessments, which are applicable only to England's education system."
c2974167-2031-42e4-8fd4-d84681c7422e,true,true,"This document addresses healthcare-related topics including patient information resources and vaccine supply, which are relevant to the healthcare systems in England. The mention of specific scheduling and ordering information implies it is most applicable to practices operating within the framework of the NHS in England."
50752786-1ccf-470d-843e-9d32c6e74b7a,true,true,"The document discusses an environmental permit application under the Environmental Permitting (England and Wales) Regulations 2016, specifically addressing a facility in Worcestershire, which is in England."
93401ff1-11d3-40ad-8a8e-af3aa79832d4,true,true,"This document pertains to the activities and regulations enforced by the Environment Agency, which operates in England and oversees matters related to waste management and environmental permits. Therefore, it applies to England."
248a6b88-621b-4500-b966-9ab9d78d0cf2,true,true,"This document pertains to permits issued under the Industrial Emissions Directive by the Environment Agency, which operates in England. Therefore, it applies to England specifically."
55ba49d1-1f93-448c-99f6-6fff1039ede4,true,true,"The document pertains to the Ministry of Justice in the UK and discusses legal and regulatory actions, particularly about the Whiplash Injury Regulations and the Online Injuries Claims (OIC) process, which are applicable in England."
4e036101-18de-4dbc-b678-f7deed3d6ad3,true,true,"This document concerns an environmental permit application under the Environmental Permitting (England and Wales) Regulations 2016, indicating that it specifically applies to England, as it pertains to the Environment Agency which oversees these regulations."
45c567c9-7eed-403a-beb9-0567db9de536,true,true,"This document pertains to an environmental permit application processed by the Environment Agency, which operates in England and Wales. As the application is specific to a location in Wiltshire, it applies to England."
78d37b50-3e09-4ee2-b560-a884e59f559a,true,true,"This document details the legal definitions and responsibilities regarding 'children in need' under the Children Act 1989, which is applicable in England."
ca59646f-4e31-4801-9837-1490e04d2df6,true,true,"This document pertains to the Department for Work and Pensions (DWP), which is a UK government department responsible for welfare and pension policy in England and across the UK. Therefore, it applies to England."
f0026097-11cf-4dd0-91d4-7df133e5f393,true,true,"This document pertains to the Secretary of State for Education in England, which indicates its relevance to educational policies and matters specifically affecting schools within England."
46153646-cba3-4b92-8965-634cace43a7a,true,true,"This document applies to England as the Environment Agency is the principal government agency for environmental protection in England, overseeing waste management, water discharge regulations, and other environmental permits."
579ca1b6-6764-4c74-b47a-9de2d323da99,true,true,"This document pertains to Westward Housing Group Limited, which operates in South West England, indicating that the regulatory judgement specifically addresses issues relevant to housing in England."
f7357e0b-5f48-4e2f-9d44-65c9a2f0f165,true,true,"The document outlines the responsibilities and regulations related to the Deposit Return Scheme (DRS) for England and Northern Ireland, indicating that it specifically applies to England as a part of the UK government's initiative."
c4e2ddba-435d-4ed1-b566-148dedb517c0,true,true,"This document pertains to processing personal data in relation to official veterinary roles and related functions, which are applicable to England as they relate to the operations of the Animal and Plant Health Agency (APHA), an executive agency of the UK government that operates across England and provides services in compliance with UK laws including those affecting the welfare and health of animals."
a2d4323c-bf0f-49ec-8d83-f51f709b71e7,true,true,"This document outlines procedural elements and decisions relevant to a tribunal or panel mechanism, which is applicable in England. Such processes are established under UK law and can pertain specifically to the operations of public bodies or legal entities within England."
87c254b3-5a40-4e1c-8761-e46d3e03b8e3,true,true,"This document is issued by the Department for Work and Pensions (DWP), which operates within England and applies specifically to welfare benefits that are administered across the UK, including England."
91d47623-6b58-4dbd-a87d-3eabef1c0fa5,true,true,"The document specifically reports on influenza vaccine uptake in school-aged children in England, indicating its applicability solely to this nation."
268a1397-6f1e-498c-a519-20dd7b000a11,true,true,"This document is relevant to England because the Capacity Market is part of the government's strategy for electricity supply security specifically in Great Britain, which includes England. The reform proposals are designed to improve the functioning and efficiency of the Capacity Market within this jurisdiction."
46dfaab8-91ad-42da-9a1c-0c272eae9727,true,true,"This document specifically discusses the stock and rents of social housing owned by registered providers in England. It references data collected from England's Local Authority Data Return and Statistical Data Return, indicating its applicability solely to England's social housing sector."
88faaba5-c18f-42e1-b6c2-38dc62bc5c71,true,true,"This document applies to England as it specifically mentions the Environment Agency, which is the principal environmental regulator for England, responsible for overseeing waste and mining operations, water discharge, and other environmental permits."
7dc430f8-72ed-4b7f-a3f4-d238c8ac3d41,true,true,"This programme is relevant to England as it involves the Forestry Commission, which operates under UK government jurisdiction, and targets school and college students primarily located in England."
690cede6-deb9-47d0-923f-a1171288e10c,true,true,"This document specifically provides information related to agricultural and environmental indicators within England, including data, assessments, and trends pertinent to agricultural production, land use, and natural resources management in England."
f66df372-5205-476f-9689-2c6d91e92a32,true,true,"This document pertains to Ofqual and its associated responsibilities within the education system in England, specifically relating to the regulation and assessment of qualifications which primarily affects England."
f916bd8c-2338-423f-9e27-8f0aadfef54d,true,true,This document applies to England as the Environment Agency is an executive non-departmental public body of the UK government specifically tasked with environmental protection and regulation in England.
e5ef8b55-3276-47e4-945e-73e0ea822f6b,true,true,"This document pertains to the Environment Agency, which is responsible for environmental protection in England, making it applicable specifically to England."
b07afaf7-fba3-4a83-ae7b-c1cf11cf7965,true,true,"This document applies to England as it references the Environment Agency, which is the regulatory body overseeing environmental protection and permits specifically in England. The processes mentioned are in line with England's environmental legislation."
fe70e336-bcee-40eb-8a4a-2fdde185b26c,true,true,"The document discusses educational and training participation figures specifically for 16- to 18-year-olds in England, as indicated by the involvement of the Department for Education, which operates within England's education system."
55d59cdd-b6c0-4ad8-a58b-9c042dae69c6,true,true,"This decision pertains to primary school admission arrangements overseen by a local authority in Brighton and Hove, which is located in England. Therefore, it is applicable to England."
163d4a91-441a-41e3-a30b-4899cf837986,true,true,"This document pertains to the application for an environmental permit under regulations that specifically apply to England and Wales, making it relevant for England."
fd7c1ab2-ddaa-42e2-a326-fc0d473d51a8,true,true,"This document pertains to the management of environmental noise through mapping and action plans, which is the responsibility of Defra. As Defra is a UK government department primarily responsible for England, the document applies specifically to England."
6163ae57-24a1-4e19-9da9-a84c360d994b,true,true,"This document pertains to an application under the Environmental Permitting (England and Wales) Regulations 2016, specifically mentioning the Environment Agency, which is responsible for environmental protection in England. Therefore, it applies to England."
23bbaa5c-a9ad-4497-ab06-bca0b4cfb020,true,true,"The Litigation Funding Agreements (Enforceability) Bill explicitly states that it will extend and apply to England and Wales only, focusing on enhancing access to justice within these jurisdictions."
1972b04d-f566-4dd6-bd94-8c78e8182fdf,true,true,"This document applies to England as it specifically mentions the Environment Agency, which is the governmental body responsible for environmental protection in England. Public consultation on applications for waste, water, and combustion activities is governed by regulations specific to England."
edb28cba-6d79-4342-9382-89c65d680de1,true,true,"This document pertains to the Environment Agency, which operates in England and is responsible for environmental protection and regulation, thus it directly applies to England."
9dc88516-f9f1-41c6-97b0-c6d7ccfe2c8a,false,true,"This document applies to England as it relates to Health and Social Care (HSC) recruitment, which falls under the remit of public health and social services in the UK. The information on vacancies and trends is relevant for monitoring staffing needs and workforce planning in England's health sector."
d4b74d4b-42db-4c3a-8970-7d3593aca577,true,true,"This document pertains to a charity registered in Burton upon Trent, which is located in England. The Charity Commission, referenced in the document, operates within the legal framework applicable to England and Wales."
706a81f9-7a39-4e37-acfe-a4cb1467cbec,true,true,"This document applies to England as it specifically mentions the Environment Agency, which is an agency of the government of England responsible for environmental protection and regulation."
aac8340a-abab-4b53-b721-ca477ccdb4a9,false,true,"This document relates to the publication of data by the UK government, which includes information pertaining to special advisers in England. Such transparency measures apply specifically to the governance and accountability frameworks in place within England."
003b96d5-20dd-4fa3-91df-827df2f953b3,true,true,"This document pertains to the Environment Agency, which is responsible for regulating environmental permits in England, thus it applies specifically to England."
a6f779a7-243b-4398-804f-8233098526a9,true,true,"This document applies to England as it involves the Environment Agency, which is responsible for environmental protection and regulation within England. The processes mentioned, such as public consultation on waste and water activities, specifically fall under the jurisdiction of the Environment Agency in England."
baf65d49-9f48-495c-9885-b6d7b6955691,true,true,"This document applies to England as it specifically references the Teachers’ Disciplinary (England) Regulations 2012 and mentions a professional conduct panel for a teacher in Southampton, which is a city in England."
97e70ab8-5377-4070-99e1-80991bae2476,true,true,"This document relates to local authority spending on education services, which falls under the jurisdiction of England's education system. Therefore, it applies specifically to England."
734328fe-30ca-481d-9e52-24c8b7dafae1,true,true,"This publication relates to offender statistics concerning reoffending rates in England, as it is produced by the Ministry of Justice, which is responsible for issues relating to law and order in England and Wales."
ad1f3fa2-d435-4fd8-b03e-ad4d1b487717,true,true,"This document applies to England as it specifically references the Environment Agency, which is a public body responsible for environmental protection and regulation within England."
